AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	BISHOP CISD (178-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	CALALLEN ISD (178-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	CORPUS CHRISTI ISD (178-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	CORPUS CHRISTI MONTESSORI SCHOOL (178-807)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	DR M L GARZA-GONZALEZ CHARTER SCHOOL (178-801)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	DRISCOLL ISD (178-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	FLOUR BLUFF ISD (178-914)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	LONDON ISD (178-906)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	PORT ARANSAS ISD (178-908)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	ROBSTOWN ISD (178-909)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	SEASHORE CHARTER SCHOOLS (178-808)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	TULOSO-MIDWAY ISD (178-912)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	WEST OSO ISD (178-915)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	ARANSAS PASS ISD (205-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	GREGORY-PORTLAND ISD (205-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	INGLESIDE ISD (205-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	MATHIS ISD (205-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	ODEM-EDROY ISD (205-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	SINTON ISD (205-906)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	SAN PATRICIO COUNTY (205)	TAFT ISD (205-907)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	CALHOUN COUNTY (029)	CALHOUN COUNTY ISD (029-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	COLORADO COUNTY (045)	RICE CISD (045-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	COLORADO COUNTY (045)	WEIMAR ISD (045-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	CUERO ISD (062-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	MEYERSVILLE ISD (062-906)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	NORDHEIM ISD (062-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	WESTHOFF ISD (062-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	YOAKUM ISD (062-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	DEWITT COUNTY (062)	YORKTOWN ISD (062-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	GOLIAD COUNTY (088)	GOLIAD ISD (088-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	JACKSON COUNTY (120)	EDNA ISD (120-901)	Printed Date:  6/26/2026	Page -1 of 1
